,context,question,answerA,answerB,answerC,correct
2027,Ash lost their wallet at the beach. They found another.,How would Ash feel afterwards?,happy,not careful,careless,C
2028,Remy had some bad news for Sasha. Remy turned Sasha's life upside down with the news.,How would Remy feel afterwards?,unconcerned about others feelings,very brash,guilty,C
2029,Jan gave Alex the name of the perpetrator who committed the crime.,What will happen to Alex?,get intelligent,get investigative,get thanked,B
2030,austin was tired of a certain person so he helped a different class mate instead.,What will Others want to do next?,thank austin,help the different classmate,hate austin,A
2031,Alex had to get something off of his chest so he told Bailey's daughter a secret.,Why did Alex do this?,take a chip off of his shoulders,be secretive,betray Bailey,A
2032,Cameron was lost on the 1st day so Casey showed Cameron the way.,What will happen to Cameron?,still be lost,be upset with Casey,be grateful to Casey,C
2033,Alex heard bad news about her mother's health so she made a visit to her mother's house.,What does Alex need to do before this?,"be able to see their mother one last time, in case their mother was near death",find her siblings,hear about her mother's health,C
2034,Jesse had very good manners and always adhered to etiquette.,How would Sasha feel as a result?,kind,offended,taken care of,C
2035,Kendall leaved Jan high and dry at the movies to go home and play games.,How would Kendall feel afterwards?,angry,angry at Kendall for leaving her,passive,A
2036,Casey bought one for Tracy because Tracy was craving strawberry ice cream.,What will Tracy want to do next?,Eat the icecream,Make some money,Avoid Casey,A
2037,Addison called in sick the next day after getting sick last week.,What will Addison want to do next?,get better,Pick up the slack,Work harder,A
2038,Remy took vitamins everyday to try to stay healthy.,What does Remy need to do before this?,live long,think it will help,talk about vitamins,B
2039,Casey needed to get ready for school after making her bed.,How would Casey feel afterwards?,done,ready for school,a responsible person,B
2040,Taylor turn to Sasha's guitar and told her to play for him while he sang.,What will Taylor want to do next?,wanted to perform with Sasha,wanted to be friendly with Sasha,Get the right pitch,C
2041,Tracy put the dog to death and had a giant cry for a few hours.,How would Others feel as a result?,miserable,lazy,better,A
2042,Sasha was running all over the theme park. Quinn held Sasha in place.,What will happen to Quinn?,bad,better,running aorund,C
2043,Bailey joined the swim team even though she annoyed everyone generally.,How would Others feel as a result?,excited,hopeful,disappointed,C
2044,Remy failed their class because she cheated and she was caught.,What does Remy need to do before this?,take a practice test,be expelled,hide some notes,C
2045,"Bailey visited a nursing home and the next time she had a day off, Bailey came again.",Why did Bailey do this?,understand people,better,spend some time alone,A
2046,Quinn slammed dunked the basketball yesterday during the game.,How would you describe Quinn?,unathletic,bad,a good jumper,C
2047,"After seeing their friends stare expectantly at the dish, Jesse ate it in one bite.",How would you describe Jesse?,a brave hearted individual,a fan of fresh deserts,not good with sea food,B
2048,Skylar saw their wife and told the others about it.,What will Others want to do next?,get a divorce,hug their wife,throw a party,A
2049,Riley cut their hair themselves and it looked great.,Why did Riley do this?,look their best,Show it off,learn to cut hair,A
2050,Austin spent a lot of money that they did not have and was broke.,What will Austin want to do next?,buy a business,return some items,buy more food,B
2051,Aubrey felt embarrassed when she had to stand up in class for her speech.,What does Aubrey need to do before this?,prepare a speech,try not to sweat,go home from school,A
2052,Bailey was rude.  Others told Bailey that he was not welcome.,What will Others want to do next?,wanted to be in charge,walk him to the door,see him go away,C
2053,Kai told Carson they must be quiet during the rehearsal and he needed to sit still.,How would Kai feel afterwards?,knowledgeable,Like he should of listened to them,Good for helping their friend,C
2054,Jan laughed at Austin's antics because he was being funny.,What will happen to Austin?,get upset,be angry,laugh for a while,C
2055,Sydney was finishing a paper at the end of the semester that was most of her grade.,What will Sydney want to do next?,complete it,finish the class,impress,A
2056,"Jesse goes out with a group of friends and coworkers. They eat, drink, and talk for most of the night. Jesse dances with strangers and laughs.",How would you describe Jesse?,outgoing and fun,shy and timid,introverted,A
2057,Tracy kicked off Ash's shoes onto the floor again.,Why did Tracy do this?,steal the shoes,scold Ash for leaving their shoes around,give them back,B
2058,Austin stood on the karaoke stage and sang in a high pitch sound.,How would Others feel as a result?,like turning the music off,funny,pleased by the song,A
2059,Skylar cried uncontrollably after falling down on her rollerblades and scraping her knees.,How would Skylar feel afterwards?,seeks the attention and pity of others for even minor incidents,happy to continue rollerblading,pain from her injuries,C
2060,Riley work hard to make good wages and got a lot of money to buy a brand new car.,What will Riley want to do next?,did this to save money,did this to get a new car,awe,B
2061,Robin took Taylor's laptop without permission and the police showed up to ask about it while it was in use.,What will happen to Robin?,sell the laptop,go to jail,keep the laptop,B
2062,Casey went to the doctor for help with his ankle injury from basketball.,What will happen to Others?,good,okay,tell the doctor how he got hurt,C
2063,Lee wished their friend success at the new job they got.,What will Lee want to do next?,For their friend to be a success,try and do well,find out her friend got the new job,A
2064,They were using Remy in the end. Remy even gave them money.,How would Remy feel afterwards?,angry,naive,kind,B
2065,Quinn went bankrupt after falling victim to the internet scam last year.,How would Quinn feel afterwards?,excited afterwards,vulnerable afterwards,Stupid,C
2066,Jesse called a truce immediately during the prolonged conflict.,How would Others feel as a result?,more aggressive,hostile,peaceful,C
2067,"Robin met their customers' need every day, and was soon made Employee of the Month.",What will Robin want to do next?,ask their boss for less hours,ask their boss for a raise,be Employee of the Month themselves,B
2068,Tracy invited many people from her school to her birthday party.,How would you describe Tracy?,a good student,very kind to people,a great friend,B
2069,Sasha called Addison at work to see if they could do something after.,What does Sasha need to do before this?,know know their number,consider their options,think about the future,A
